"id","cyberball","focus","ostracism_condition","self_other_condition","duration","cyberball_played","consent","nt1_accepted","nt2_valued","nt3_powerfull","nt4_recognized","mood","gender_green","age_green","similar_green","ios_condition","ios_outcome","ios_group_ident","group_ident_like","group_ident_experience","excluded","ignored","received_tosses","sex","occupation","age","comments","seriousness","use_data","use_data_reason","cause_own_1","cause_own_2","cause_own_3","cause_own_4","cause_own_5","cause_own_6","cause_own_7","cause_own_8","cause_own_9","cause_own_10","av_locus1_own_situation_1","av_locus1_own_situation_2","av_locus1_own_situation_3","av_locus1_own_situation_4","av_locus1_own_situation_5","av_locus1_own_situation_6","av_locus1_own_situation_7","av_locus1_own_situation_8","av_locus1_own_situation_9","av_locus1_own_situation_10","av_locus2_own_internal_1","av_locus2_own_internal_2","av_locus2_own_internal_3","av_locus2_own_internal_4","av_locus2_own_internal_5","av_locus2_own_internal_6","av_locus2_own_internal_7","av_locus2_own_internal_8","av_locus2_own_internal_9","av_locus2_own_internal_10","av_stability1_own_stabil_1","av_stability1_own_stabil_2","av_stability1_own_stabil_3","av_stability1_own_stabil_4","av_stability1_own_stabil_5","av_stability1_own_stabil_6","av_stability1_own_stabil_7","av_stability1_own_stabil_8","av_stability1_own_stabil_9","av_stability1_own_stabil_10","av_stability2_own_time_1","av_stability2_own_time_2","av_stability2_own_time_3","av_stability2_own_time_4","av_stability2_own_time_5","av_stability2_own_time_6","av_stability2_own_time_7","av_stability2_own_time_8","av_stability2_own_time_9","av_stability2_own_time_10","cause_other_1","cause_other_2","cause_other_3","cause_other_4","cause_other_5","cause_other_6","cause_other_7","cause_other_8","cause_other_9","cause_other_10","av_locus1_other_situation_1","av_locus1_other_situation_2","av_locus1_other_situation_3","av_locus1_other_situation_4","av_locus1_other_situation_5","av_locus1_other_situation_6","av_locus1_other_situation_7","av_locus1_other_situation_8","av_locus1_other_situation_9","av_locus1_other_situation_10","av_locus2_other_internal_1","av_locus2_other_internal_2","av_locus2_other_internal_3","av_locus2_other_internal_4","av_locus2_other_internal_5","av_locus2_other_internal_6","av_locus2_other_internal_7","av_locus2_other_internal_8","av_locus2_other_internal_9","av_locus2_other_internal_10","av_stability1_other_stabil_1","av_stability1_other_stabil_2","av_stability1_other_stabil_3","av_stability1_other_stabil_4","av_stability1_other_stabil_5","av_stability1_other_stabil_6","av_stability1_other_stabil_7","av_stability1_other_stabil_8","av_stability1_other_stabil_9","av_stability1_other_stabil_10","av_stability2_other_time_1","av_stability2_other_time_2","av_stability2_other_time_3","av_stability2_other_time_4","av_stability2_other_time_5","av_stability2_other_time_6","av_stability2_other_time_7","av_stability2_other_time_8","av_stability2_other_time_9","av_stability2_other_time_10"
52,1,2,"included","green",832,2,1,7,7,6,6,6,2,3,6,"group_green_other",4,6,5,5,3,3,33,2,"admin",33,"-99",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"maybe they offended them","they have been busier than expected that day and ran short on time","the audience were not in agreement with what was said","they had a disagreement about something","they don't want to get too involved as it is a personal problem","they were well qualified for the job and made a good impression","they have taken care with their appearance that day and look nice","they got a promotion at work","they worked hard and put a lot of effort into the project","they realised they had been taking them for granted",2,3,4,3,4,2,2,1,2,4,2,4,4,3,4,2,3,2,2,4,4,5,4,4,4,2,4,3,2,4,4,5,3,4,4,2,3,3,2,3
53,1,1,"included","yellow",479,2,1,5,5,5,5,5,1,2,8,"group_yellow_own",3,5,5,5,5,5,25,1,"Barman",18,"-99",7,2,"-99","There is a personality clash","They aren't fast enough","The audience doesn't like what they are saying.","The two people don't get along.","Someone gets too competitive.","They had a good CV and had a good interview, and they are very employable","The friend likes the way the member looks.","They performed well.","They did a good project and worked hard","The partner has chosen a favourite.",3,4,4,2,2,3,2,3,2,3,4,2,3,5,4,3,3,3,4,2,3,4,3,3,3,2,3,3,3,5,3,3,4,4,2,2,2,1,3,5,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
54,1,1,"included","yellow",1283,2,1,8,8,7,7,8,1,4,8,"group_yellow_own",3,4,4,5,2,3,30,1,"Ops Manager",41,"No",7,2,"-99","The yellow group member feels sad because of this hostile action.","That they become stressed and others may have to help.","The cause could be wide and varied. The audience may have issues. The yellow group member would feel bad.","They may reconsider meeting this person again","The cause may be not being sure of what to do in a certain situation.","This person is responsible for their good work and will be happy to get the job.","This yello group member is happy to take the compliment ","This person works hard and deserves a raise.","That this person feels happy with their work and proud to have it praised.","That they are in a loving relationship that has ups and downs.",2,3,4,4,3,4,2,5,1,5,2,2,3,4,4,4,3,5,2,5,3,3,4,3,3,3,2,4,2,3,4,5,3,4,5,5,3,3,2,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
55,1,2,"included","green",2000,2,1,8,6,8,8,8,3,2,4,"group_green_other",4,4,7,6,2,2,28,2,"Freelancer",21,"-99",6,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"They cheated during the game","They may have other important obligations to attend to","They must have said something controversial","They have have been differences between the two or one was having a bad day","A person of green is inconsiderate","They have persevered and tried hard enough to get that job","A member of Green is subjectively attractive to a friend.","They have been consistent in their hard work ","The person within Green is innovative","The couple have a cose relationship",1,3,2,3,2,2,1,1,2,3,3,3,2,4,2,3,5,3,1,2,4,4,4,4,4,4,4,3,2,3,3,4,3,4,4,4,4,2,3,4
56,2,1,"excluded","yellow",426,2,1,5,5,5,5,5,1,3,7,"group_yellow_own",5,7,5,5,9,9,10,2,"teacher",32,"-99",7,2,"-99","The friend is having a bad day","They were very busy","He said the wrong thing","They were not compatible","They are upset about something","They had the skills needed for the job","Yellow cares abour their appearance","They worked very hard for it","they worked very hard and that's why it was praised","They did a good thing for their partner",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,2,3,2,4,5,5,5,3,5,2,2,3,2,4,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
57,2,1,"excluded","yellow",1035,2,1,1,1,1,1,1,1,2,5,"group_yellow_own",3,6,5,4,8,8,10,1,"Visual Artist",25,"-99",7,2,"-99","They said something to offend them","Illness","Bad preperation","Clashing personalities","They don't care about their friend's problem","Good qualifications and interview skills","They had got a new haircut or outfit","Consistently worked their way up","They worked hard on the project","They had become more attentive to their partner's needs",2,5,2,2,1,2,2,1,1,2,3,3,2,2,1,2,3,4,2,2,5,4,5,4,2,2,5,2,3,4,5,4,4,4,3,2,5,2,3,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
58,1,2,"included","green",1232,2,1,6,5,5,4,7,1,3,5,"group_green_other",1,3,7,5,1,1,30,2,"civil servant",27,"-99",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"they think something is wrong between them","they have other things to do","a subject that can cause controversy","clash of personality","do not want to help","incentive to work for an opportunity","feel appreciated","working well","worked hard","have done something to be appreciated",4,5,5,2,2,4,3,5,4,4,4,3,4,3,2,4,3,3,2,4,5,4,3,4,3,3,4,4,3,4,3,4,4,3,4,2,4,2,4,3
59,1,2,"included","green",872,2,1,8,6,7,8,7,1,2,5,"group_green_other",6,3,7,5,3,3,29,1,"musican",26,"-99",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"not passing the ball to them","exterior problems in their life","they may have been blaming others in the speech being arrogant","theyre generally abrupt with people","they may have too many problems of there own to deal with ","theyve been working towards it for a while ","theyre prideful","they are quite driven/stubbon so stick with things","theyre driven ","theyre (green member) treating them more lovingly than normal",3,3,2,1,2,3,4,1,2,2,2,4,1,1,2,2,2,1,2,2,4,3,3,2,5,3,3,1,3,4,3,3,3,2,4,3,3,2,4,4
60,2,2,"excluded","green",773,2,1,1,1,1,1,1,1,2,7,"group_green_other",7,2,9,9,9,9,10,1,"Unemployed ",23,"-99",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Green did something to annoy the friend ","Green did not put an adequate amount of effort in ","Green did not adequately consider their audience before giving the talk ","Green was inconsiderate and harsh ","Green was selfish ","There weren't many other applications to the job ","The friend was in a good mood and feeling charitable ","Natural progression of the job/ pre agreed contract ","The standards for the praise was low ","Their partner is more loving in nature ",1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,4,2,2,4,2,2,4,2,4,2,4,3,2,3,2,2,4,2,4,2
61,1,2,"included","green",1252,2,1,7,7,6,6,7,1,2,6,"group_green_other",3,6,6,6,3,3,25,1,"Cashier",22,"-99",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"The friend was having a bad day.","They did not prepare well enough.","It is the fault of the audience for not being grateful","It could be either of their faults","The friend is not being very nice or helpful","The member prepared well for the job.","The member dressed nicely that day.","The member did his job well","This member did a good job at work.","They were nice to their partner",4,2,5,3,4,2,4,5,4,4,4,2,5,3,5,3,4,5,5,5,5,4,4,4,3,4,5,4,4,4,5,4,5,4,4,4,5,4,2,3
62,2,1,"excluded","yellow",2388,2,1,1,1,1,1,5,2,2,7,"group_yellow_own",4,6,5,5,9,9,5,1,"Manager, Customer Care Centre",28,"The survey was a bit laggy. I kept running into instances where my screen wouldn't move on to the next page for a considerable amount of time.",7,2,"-99","The member of group Yellow probably did something wrong that left a bad taste in their friend's mouth.","Everybody has an off day. The member of group Yellow probably didn't have enough sleep the night before leading to decreased productivity. This leads to working piling up and slowing over time.","They weren't included in the game. There's an importance of inclusion that is necessary for all sports. Even Kobe Bryant passed to Smush Parker. A lot of people just act as though you're a poor sport and put the blame on you.","Both people probably had a bad day and felt internally frustrated which left them both needing to get their frustrations out leading to each other being upset.","The yellow group member has a lot going on within themselves and need to focus their energy on themselves for the time being.","The member of group Yellow has been playing the game of politics. They have done the behind the scenes work of making the boss like them.","This is probably because the member of group Yellow is attractive and their friend is outspoken. ","The member of group Yellow has been doing a terrific job and playing their role very well.","The member of group yellow did a very good job on their project.","The member of group Yellow has probably been happier and treating their partner more lovingly resulting in a more loving treatment returned.",1,4,5,3,4,1,2,1,3,2,1,2,3,1,2,1,5,3,1,2,4,4,5,5,5,3,4,2,2,2,3,5,3,5,5,4,3,2,2,2,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
63,1,1,"included","yellow",1218,2,1,8,7,8,6,7,1,2,7,"group_yellow_own",4,5,6,5,1,2,30,1,"Service Engineer",24,"-99",7,2,"-99","their demeanour","They are injured and not able to complete their work","poor reception of the topic they talked about","no common interest","interpersonal problem","not enough applicable skills","a friend being affectionate","hard work","hard work","being affectionate",1,4,5,1,2,1,4,1,1,1,4,5,4,2,1,1,4,1,1,1,5,4,5,3,4,2,3,2,4,3,3,3,2,3,4,3,3,1,3,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
64,2,2,"excluded","green",665,2,1,1,1,1,1,1,1,1,4,"group_green_other",5,2,7,7,9,9,5,2,"Student",20,"-99",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"That friend is having a bad day","They didn't work hard enough","They weren't prepared","Green was mean","greens are mean","They are a member of green","They put effort into their looks","They are a member of green","They worked hard","They did better in the game",4,4,4,1,2,2,4,2,4,2,4,2,4,2,2,2,4,2,4,2,4,4,4,2,4,2,4,4,4,4,5,2,3,4,4,2,4,4,3,3
65,2,2,"excluded","green",1163,2,1,4,3,2,1,4,2,2,7,"group_green_other",6,2,8,8,8,9,8,2,"Librarian",30,"-99",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"This member of group Green has been unsupportive in the past.","This member of group Green has been given more than their fair share of work.","This member of group Green prefers to  wing it. ","This member of group Green is self-centered.","This member of group green is self-centered.","This member of group Green is well-rounded.","This member of group Green is traditionally attractive.","This member of group Green is assertive.","This member of group Green knows their job well.","This member of group Green expects to feel special in their personal relationships.",1,5,3,1,2,2,3,1,1,2,1,4,1,1,1,1,4,1,1,2,4,2,2,2,2,1,4,2,2,2,3,2,2,2,2,2,4,1,2,1
66,1,1,"included","yellow",882,2,1,9,9,9,9,9,1,4,8,"group_yellow_own",6,6,4,4,1,1,33,2,"Teacher",43,"-99",7,2,"-99","They had heard that the member of yellow group had been bad mouthing them","They have been too busy","What they were talking about was not correct.","They had an arguement","The friend had not been very helpful to the member of yellow group previously","They have worked very hard and impressed at interview","They want to be nice","They have worked incredibly hard","They had worked hard at an area they are an expert at","They were being friendly initially",2,2,1,3,4,1,3,1,1,4,3,2,3,3,3,1,4,2,1,4,3,3,3,3,4,2,3,2,2,3,3,3,3,4,4,2,4,2,2,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
67,1,1,"included","yellow",598,2,1,7,7,4,7,7,1,3,5,"group_yellow_own",3,6,5,5,4,3,33,2,"teacher",28,"-99",6,2,"-99","Something is wrong in their friend's life","They may be busy or struggling with other things","The audience disagrees with the group members viewpoint","The member of the group did not get on.","Not sure","They had the right skills for the job at the right time","Their friend wanted to say something nice","They did good work or had been there a while","They did good work that should be celebrated","It is a special occasion or they needed it.",4,3,2,3,1,1,1,1,2,1,4,2,2,3,1,3,1,1,4,1,5,4,3,4,3,2,5,1,5,5,5,4,3,3,5,2,5,1,5,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
68,1,1,"included","yellow",1908,2,1,5,5,3,6,5,2,3,4,"group_yellow_own",3,3,5,6,3,4,25,1,"student",19,"-99",5,2,"-99","they have had a falling out before ","they waited too long and ran out of time ","the member of yellow has said something bad","the member of team yellow was late","this member of yellow team is having a bad day","they were unhappy with there current job","the main cause is that yellow tries a new outfit","they have been working harder","each team has been assigned a task  ","there relationship has become more loving  ",3,3,3,3,4,3,3,3,4,3,4,2,2,2,3,4,2,2,2,1,2,3,3,3,3,2,4,3,3,3,2,3,4,1,2,4,4,2,2,4,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
69,1,2,"included","green",1401,2,1,7,6,3,4,5,1,3,9,"group_green_other",2,3,7,8,6,6,33,2,"illustrator",24,"none",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"He had a bad day","The task was too hard to complete","The audience was not interested in the subject of the talk","he had a bad day","He was not simphatetic to the others","He is a lucky fellow","The friend is a nice person","He is lucky","He is well qualified","He is a lucky guy",1,3,5,3,4,3,1,4,1,5,1,2,5,2,4,2,1,4,1,5,5,4,5,4,2,5,1,4,3,5,3,3,1,3,2,5,1,4,2,5
70,2,2,"excluded","green",1866,2,1,1,1,3,1,1,1,2,7,"group_green_other",6,2,8,7,9,9,5,1,"Sales",28,"No",6,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"It was intentional ","Temporary ","It is variable over time","It is outside of this member of group green","Negative ","Positive ","Reflects an aspect of this member of group green","It is progress ","The main cause of action was intentional ","Is emotional ",1,2,4,3,1,1,1,1,5,1,3,3,4,4,1,1,2,2,1,1,1,2,3,3,3,1,3,3,3,4,5,1,3,3,1,3,3,2,4,5
71,1,2,"included","green",980,2,1,9,9,9,9,9,2,2,2,"group_green_other",4,6,5,5,1,1,36,2,"photographer",21,"-99",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"friend maybe just had a bad day","ran out of time","Something that the audience does not agree with","maybe both just having a bad day","dont know how to help","prepared well and fits the job role well","Have good friends and the friend is a kind person","has been working hard and thats been recognised","prepared and worked hard on the project","feel more comfortable with each other",3,3,3,3,2,1,5,1,1,3,2,3,2,3,2,1,3,2,2,2,2,1,3,3,0,1,1,2,1,2,1,4,4,4,1,1,2,1,2,3
72,1,2,"included","green",1228,2,1,6,7,4,7,3,1,3,6,"group_green_other",6,2,7,6,1,2,28,2,"Operations",27,"-99",5,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Meeting someone outside of their team","An assumption of the member of group Green and the Green team","Potentially group green has been taught incorrectly","Favourable to members only in the green group","The do not like the member who has approached them and is not in their team","They researched for their new role","Someone new that they are meeting","The member worked hard for the raise","Intelligent in the subject of the project","The favour their partners team",1,1,1,1,1,1,5,1,1,2,5,1,1,1,1,3,4,1,3,1,3,3,2,3,4,1,1,2,2,1,4,3,2,3,5,3,2,1,2,1
73,2,1,"excluded","yellow",807,2,1,3,2,3,1,2,1,1,5,"group_yellow_own",2,2,7,6,8,8,4,1,"Student",20,"-99",5,2,"-99","Because they are favouring others","He was Tired","They judge by the group colour","Because they do not have back up from another group member","Was busy","Hard working and resilient","Friend was nice","Hardworking","Hardworking","Because they have common interests",2,4,1,5,4,2,1,1,2,3,4,4,5,5,4,2,1,1,1,2,5,1,3,4,4,2,2,1,2,3,5,2,4,3,4,3,3,2,1,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
74,2,2,"excluded","green",1374,2,1,3,3,4,2,3,1,2,8,"group_green_other",5,3,2,3,8,9,10,2,"Tutor",29,"-99",6,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"This person must have either knowingly or not have caused some type of harm to the other","Green has trouble keeping up with their priorities","The member didn't do a background the check on the audience before creating their speech.","An argument may have erupted between the two","This friend may not be on good terms with the green member.","The had the necessary skills and pull to get the job","This person is more attractive than usual to the other person to make such a compliment","This person performed so well at their job that they were awarded a raise","The member knew what was required for the project and did it well.","This person may have changed their ways positively and their partner has taken notice of this.",2,2,2,3,4,4,2,4,4,4,2,2,2,3,4,4,2,4,4,4,3,4,3,2,5,3,2,5,5,2,2,3,3,3,4,4,3,4,3,2
75,1,1,"included","yellow",646,2,1,6,6,4,4,4,1,3,6,"group_yellow_own",2,4,8,8,2,3,40,2,"Admin assistant",32,"-99",7,2,"-99","The friend may be stressed","They have too much work to do and not enough time.","They didn't prepare enough for the particular audience","The other person may not like them","They have their own problems","That they are the right person for the job ","Their friend is a nice person","They are competent at their job","They put a lot of work into the project","They are happy so causing the other person to be happy too",5,4,2,4,1,1,5,1,1,2,4,4,3,4,1,1,5,2,2,3,4,4,4,4,4,2,3,2,3,3,3,4,4,4,3,2,3,3,3,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
76,2,2,"excluded","green",686,2,1,5,9,5,2,6,1,2,6,"group_green_other",6,2,5,5,9,9,4,1,"Chef",29,"No",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Selfish","Don't have time to complete the work","They said something that was unpopular ","They did not share the same interests ","They don't care about other people's problems.","They had the right skills for the job.","They have been looking after themselves.","Because they are good at their job","Did well on the project","They are a good partner so in turn get treated nicely.",2,2,2,3,1,1,5,4,5,5,3,3,3,3,1,1,5,4,4,5,3,5,2,3,1,1,5,2,2,5,4,5,4,3,1,1,5,2,2,5
77,1,1,"included","yellow",927,2,1,7,7,5,6,7,1,3,7,"group_yellow_own",2,4,8,8,5,4,28,2,"Homemaker",53,"Thank you",7,2,"-99","I do not know the reason for the hostility.","I would question why this is the situation.","Unwelcome news that was communicated.","They met a member of the green/blue group.","I would question why they were unwilling to help.","Determination to obtain the job.","Paying a compliment to the other person.","Why did they get this? Did they deserve it?","They worked very hard on this project so probably deserved the praise.","Depends on the relationship.",3,3,4,3,4,2,4,3,2,4,4,3,3,3,3,2,2,3,2,4,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
78,1,2,"included","green",1661,2,1,9,9,7,9,9,1,2,8,"group_green_other",2,5,8,8,1,1,60,1,"FOREX Trader",56,"none",7,2,"none","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"isolation","lack of commitment ","poor communication skills","character conflict","lack of confidence","confidence in qualification","confidence","individual value to co.","positive outlook","admiration of skills",4,1,2,4,2,1,1,1,1,1,4,4,5,3,3,1,1,1,1,1,3,4,5,4,4,2,1,2,3,3,5,4,5,4,4,2,1,3,3,3
79,1,1,"included","yellow",919,2,1,7,7,5,5,6,1,4,5,"group_yellow_own",2,4,8,7,2,2,30,1,"local government",41,"-99",7,2,"-99","didn't feel that they passed them the ball enough","they didn't try hard enough","the issue was contentious but likely true and honest","different personalities","they don't like the  friend  because of something they said or did","they tried hard to get something they were passionate about","they take pride in how they look so they put the physical work in","worked harder","they were passionate about the project so they put a lot of work in","they've been able to provide more things to make their partner happy",4,4,5,4,4,1,2,2,1,3,2,1,5,4,3,1,2,1,1,2,3,4,3,5,4,1,2,2,1,2,5,4,3,4,4,1,4,2,1,4,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
