"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"c_0002";"cyberball_played";"consent";"worker_id";"nt1_accepted";"nt2_valued";"nt3_powerfull";"nt4_recognized";"mood";"gender_green";"age_green";"similar_green";"ios_yellow";"ios_green";"ios_group_ident";"group_ident_like";"group_ident_experience";"excluded";"ignored";"received_tosses";"sex";"occupation";"age";"native";"no_native";"comments";"seriousness";"use_data";"use_data_reason";"cause_own_1";"cause_own_2";"cause_own_3";"cause_own_4";"cause_own_5";"cause_own_6";"cause_own_7";"cause_own_8";"cause_own_9";"cause_own_10";"av_locus1_own_situation_1";"av_locus1_own_situation_2";"av_locus1_own_situation_3";"av_locus1_own_situation_4";"av_locus1_own_situation_5";"av_locus1_own_situation_6";"av_locus1_own_situation_7";"av_locus1_own_situation_8";"av_locus1_own_situation_9";"av_locus1_own_situation_10";"av_locus2_own_internal_1";"av_locus2_own_internal_2";"av_locus2_own_internal_3";"av_locus2_own_internal_4";"av_locus2_own_internal_5";"av_locus2_own_internal_6";"av_locus2_own_internal_7";"av_locus2_own_internal_8";"av_locus2_own_internal_9";"av_locus2_own_internal_10";"av_stability1_own_stabil_1";"av_stability1_own_stabil_2";"av_stability1_own_stabil_3";"av_stability1_own_stabil_4";"av_stability1_own_stabil_5";"av_stability1_own_stabil_6";"av_stability1_own_stabil_7";"av_stability1_own_stabil_8";"av_stability1_own_stabil_9";"av_stability1_own_stabil_10";"av_stability2_own_time_1";"av_stability2_own_time_2";"av_stability2_own_time_3";"av_stability2_own_time_4";"av_stability2_own_time_5";"av_stability2_own_time_6";"av_stability2_own_time_7";"av_stability2_own_time_8";"av_stability2_own_time_9";"av_stability2_own_time_10";"cause_other_1";"cause_other_2";"cause_other_3";"cause_other_4";"cause_other_5";"cause_other_6";"cause_other_7";"cause_other_8";"cause_other_9";"cause_other_10";"av_locus1_other_situation_1";"av_locus1_other_situation_2";"av_locus1_other_situation_3";"av_locus1_other_situation_4";"av_locus1_other_situation_5";"av_locus1_other_situation_6";"av_locus1_other_situation_7";"av_locus1_other_situation_8";"av_locus1_other_situation_9";"av_locus1_other_situation_10";"av_locus2_other_internal_1";"av_locus2_other_internal_2";"av_locus2_other_internal_3";"av_locus2_other_internal_4";"av_locus2_other_internal_5";"av_locus2_other_internal_6";"av_locus2_other_internal_7";"av_locus2_other_internal_8";"av_locus2_other_internal_9";"av_locus2_other_internal_10";"av_stability1_other_stabil_1";"av_stability1_other_stabil_2";"av_stability1_other_stabil_3";"av_stability1_other_stabil_4";"av_stability1_other_stabil_5";"av_stability1_other_stabil_6";"av_stability1_other_stabil_7";"av_stability1_other_stabil_8";"av_stability1_other_stabil_9";"av_stability1_other_stabil_10";"av_stability2_other_time_1";"av_stability2_other_time_2";"av_stability2_other_time_3";"av_stability2_other_time_4";"av_stability2_other_time_5";"av_stability2_other_time_6";"av_stability2_other_time_7";"av_stability2_other_time_8";"av_stability2_other_time_9";"av_stability2_other_time_10";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6464880";"rts6464882";"rts6464883";"rts6464885";"rts6464888";"rts6465857";"rts6465888";"rts6465924";"rts6466281";"rts6466848";"rts6467037";"rts6467043";"rts6467078";"rts6473402";"rts6473507";"rts6473523";"rts6521622";"rts6521623";"rts6521677";"rts6521689";"rts6521690";"rts6529429";"rts6530938";"rts6535930";"tic"
"200";"0";"0";"31";"6464875";"-77";"835";"1";"1";"2";"1";"56f59251736c79000c2241f7";"5";"6";"5";"5";"5";"1";"2";"5";"4";"-77";"3";"6";"6";"2";"2";"33";"1";"data entry clerk";"30";"1";"-99";"-99";"6";"2";"-99";"maybe they weren't treating their friend properly in previous weeks";"too much to do";"they didn't prepare their talk and it wasn't organized";"maybe the other person is prejudiced against our group";"too busy, or the person has wronged them before";"they put in a solid application and met the requirements";"they looked good for the day";"put in consistent good work and is well liked";"was well made and put together, clearly prepared for";"they had been a loving and constant partner";"3";"3";"2";"5";"3";"1";"1";"1";"2";"1";"3";"3";"2";"5";"3";"1";"1";"1";"2";"1";"3";"3";"3";"2";"3";"1";"1";"1";"2";"1";"3";"3";"3";"2";"3";"1";"1";"1";"2";"1";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"0";"0";"-77";"-77";"c4faea726697c764d7b56f8f7b9114ea";"1";"0";"1590419722";"2020-05-25 15:15:22";"2020-05-25 15:29:17";"0000-00-00 00:00:00";"151";"137";"119";"49";"69";"113";"254";"278";"824";"787";"0";"0";"826";"99";"810";"325";"0";"800";"818";"828";"835";"0";"284";"796";"67dc7726e553442dc160267deac417f2"
"201";"0";"0";"31";"6464875";"-77";"1215";"2";"2";"2";"1";"5bdf0ea848267a0001ff0b50";"2";"2";"1";"2";"3";"1";"2";"8";"-77";"4";"2";"8";"8";"8";"8";"5";"2";"Hospitality";"39";"1";"-99";"-99";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Green may have been not nice to the friend first";"too busy supporting his group and playing the game to complete his work.";"He was not popular to begin with";"He is too self centered and inconsiderate";"he is not intrested in other peoples problems";"he showed he was keen and willing, possible exggerated his work ethic.";"The friend generally thinks green look good.";"Kiss ass, he didn't even do all the work that was expected of him.";"Green did a good job";"Thier team is more involved in the game";"1";"4";"2";"2";"1";"2";"5";"1";"1";"4";"4";"3";"2";"2";"2";"2";"5";"1";"2";"3";"4";"5";"4";"2";"2";"1";"5";"2";"5";"4";"4";"4";"3";"2";"2";"2";"3";"2";"4";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:75.0) Gecko/20100101 Firefox/75.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"0";"0";"-77";"-77";"1284d08e5cac672a5920a110257fd0b1";"1";"0";"1590419774";"2020-05-25 15:16:14";"2020-05-25 15:36:29";"0000-00-00 00:00:00";"201";"185";"149";"69";"104";"123";"332";"359";"1173";"0";"403";"1093";"1193";"109";"1127";"0";"1112";"1121";"1150";"1196";"1215";"372";"0";"0";"5882d905210426f77c0a0fb3c25bb272"
"202";"0";"0";"31";"6465732";"-77";"1892";"-66";"-66";"1";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-66";"-66";"-77";"-66";"-66";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6464888,6464888,6465730,6464888,6464888,6465730,6465732";"0";"1";"0";"-77";"-77";"4c082df2b816d202f0d1fae28bac2985";"1";"0";"1590419822";"2020-05-25 15:17:02";"2020-05-25 15:48:34";"0000-00-00 00:00:00";"0";"0";"0";"1805";"1892";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-66"
"203";"0";"0";"31";"6464875";"-77";"1234";"1";"1";"2";"1";"5721b3054d5b26001301f651";"5";"6";"4";"4";"5";"1";"2";"8";"4";"-77";"3";"5";"6";"3";"3";"25";"1";"Compliance officer";"31";"1";"-99";"-99";"6";"2";"-99";"the person was having a bad day";"they were wasting too much time during the day";"they might not have researched the subject properly and ended up coming across as biased";"the person was unfriendly";"The member of the group is simply busy with many other things and cannot be distracted.";"They worked hard and they didn't give up and their efforts were recognised.";"they were well dressed";"They were performing well, and had a good personality that got noticed by management.";"the person was skilled and worked hard at the task";"they have a good relationship";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"4";"1";"2";"4";"2";"3";"1";"4";"2";"1";"4";"3";"4";"4";"4";"4";"3";"3";"3";"4";"4";"4";"3";"4";"4";"3";"3";"4";"3";"4";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6535930,6535930,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6467078,6521689,6521689,6521690,6521690,6521690,6521690,6521690,6521690,6521690,6521690,6521690,6521690,6464875";"1";"1";"0";"-77";"-77";"aacf640652606feb4f5bd64be0582135";"1";"0";"1590420417";"2020-05-25 15:26:57";"2020-05-25 15:47:31";"0000-00-00 00:00:00";"260";"179";"130";"63";"71";"84";"377";"397";"1194";"1021";"0";"0";"1206";"76";"1059";"449";"0";"1052";"1083";"1232";"1234";"0";"405";"1045";"3e55155085ccc963984dea62d9bb42d1"
"204";"0";"0";"31";"6464875";"-77";"645";"1";"1";"2";"1";"5eaeb504b21d400009b756b9";"6";"6";"6";"6";"6";"1";"2";"7";"2";"-77";"7";"6";"6";"3";"2";"30";"2";"Student";"20";"1";"-99";"Thank you for offering this opportunity! I thought it was a very thought-provoking questionnaire, and I hope that my answers were sufficient for your study. Please enjoy your day :)";"7";"2";"-99";"This member of team yellow has had an argument with a friend who wanted them to join team green. The friend acts hostilely when they see that they joined team yellow rather than team green.";"This member of team yellow slacked off early on when they were given the task and now has left all the work to last-minute.";"The person from team yellow gives a talk which reflects the values of team yellow. The audience happens to be a mixture of people from team blue and green, and so they react negatively because the views of team yellow differ to that of team green and blue.";"The cause of this is that this person from team yellow is meeting up with someone from team blue, and the two teams do not get along very well and have an argument about which team is superior.";"This person from Team Yellow has heard a rumour about this 'friend' before from someone else in the yellow team and now doesn't want to help this person, because they value loyalty towards their teammates rather than helping someone on the outside.";"The dedication of the person in team yellow and their hard work and efforts.";"This person from team yellow decided to do their makeup and hair a little differently that day.";"This person of team yellow worked hard to get the approval of their boss, and was then rewarded for these good efforts.";"This person from team yellow worked hard to create a good piece of work.";"Because this person from team yellow gave their partner a very thoughtful birthday present. ";"5";"1";"3";"3";"1";"1";"1";"2";"1";"2";"5";"1";"3";"3";"2";"1";"1";"2";"1";"1";"4";"4";"2";"4";"5";"1";"4";"2";"2";"2";"4";"2";"2";"4";"5";"2";"3";"2";"2";"3";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"1";"0";"-77";"-77";"2e28d82a920de02748c14c1687a543e5";"1";"0";"1590420533";"2020-05-25 15:28:53";"2020-05-25 15:39:38";"0000-00-00 00:00:00";"65";"54";"39";"6";"18";"34";"157";"168";"599";"544";"0";"0";"609";"24";"569";"184";"0";"561";"590";"637";"645";"0";"174";"555";"3ee2ffb694a871ca544b54fb2ae98bb0"
"205";"0";"0";"31";"6464875";"-77";"644";"2";"2";"2";"1";"5d9949151714540013a407c6";"1";"1";"1";"1";"3";"1";"2";"9";"-77";"5";"1";"5";"4";"9";"9";"8";"2";"homemaker";"33";"1";"-99";"it was pretty obvious that it wasnt real people";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"they are rude";"lazy";"controversal";"they are rude";"they are rude";"hard working";"they look good";"hard worker";"they are hard working";"they are nice";"1";"2";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"1";"1";"1";"2";"2";"2";"1";"2";"4";"4";"4";"2";"4";"2";"5";"2";"1";"4";"2";"3";"2";"2";"1";"2";"3";"2";"1";"4";"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36 Edg/81.0.416.72";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"0";"0";"-77";"-77";"d59fffdba99d96ed3722965abf65eede";"1";"0";"1590420637";"2020-05-25 15:30:37";"2020-05-25 15:41:21";"0000-00-00 00:00:00";"122";"101";"65";"19";"34";"49";"233";"258";"603";"0";"294";"506";"615";"44";"563";"0";"539";"552";"588";"631";"644";"271";"0";"0";"e3a4bf20ba14c2ef94c5bc913378b5a3"
"206";"0";"0";"31";"6464875";"-77";"1428";"2";"1";"2";"1";"5eb02b8dc1755c09dd87ec6c";"2";"2";"1";"3";"5";"3";"1";"5";"2";"-77";"5";"8";"7";"8";"6";"8";"1";"Law Enforcement";"26";"1";"-99";"I'm sorry for my responses, but I took the questions seriously. Have a day.";"7";"2";"-99";"The member ran across one of their old DDR partners, who is upset that they left the dancing scene. The group member is staying strong and has rejected the friend's attempts to draw them back into the game.";"This member seriously needs to spend less time playing Dance Dance Revolution. The whole Yellow group is concerned. Their family is concerned. We are considering an intervention.";"The member was entirely unprepared for the talk because they were up too late playing Dance Dance Revolution. They have a serious addiction problem and they just can't stop dancing until 4 am.";"Stomach troubles";"That member is not a good friend";"They were qualified and interviewed well";"Member showered for the first time in weeks. Quarantine has really been taking its toll on their mental health, and they have struggled with self-care. Their friend is very proud of them for taking steps back on the path to better health and self-respect";"They earned it";"We've finally gotten them away from Dance Dance Revolution and their work has improved. We hope that it lasts, this time.";"The partner had an epiphany";"5";"2";"4";"5";"1";"1";"1";"2";"2";"4";"4";"2";"2";"2";"2";"1";"1";"2";"1";"4";"4";"4";"4";"5";"4";"2";"5";"4";"4";"5";"2";"2";"4";"5";"4";"2";"5";"2";"2";"2";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"0";"0";"-77";"-77";"6d628eb1fde1ec2bbf0b83d590eb64e1";"1";"0";"1590420886";"2020-05-25 15:34:46";"2020-05-25 15:58:34";"0000-00-00 00:00:00";"205";"183";"113";"24";"58";"68";"317";"340";"1390";"1303";"0";"0";"1393";"63";"1343";"360";"0";"1333";"1379";"1419";"1428";"0";"347";"1321";"00e0cf370193dc40c89031e95eac60c5"
"207";"0";"0";"31";"6464875";"-77";"1059";"2";"1";"2";"1";"58542426733c730001a5d1f4";"3";"2";"5";"1";"5";"3";"2";"3";"3";"-77";"4";"6";"7";"6";"7";"10";"1";"unemployed";"25";"1";"-99";"-99";"6";"2";"-99";"the friend opinion of the member";"Someone failed to manage their time ";"The speaking ability of the member";"Individual experiences of a member";"They could be unfamiliar with the friend and don't feel comfortable.";"the members application and the qualifications.";"The members appearance and the friends preference.";"Their supervisor/boss saw some value in the member";"The capability and skills of the member ";"The quality of that relationship";"4";"2";"2";"2";"3";"2";"3";"2";"3";"5";"4";"3";"3";"3";"4";"3";"3";"4";"4";"3";"3";"4";"5";"4";"5";"4";"2";"3";"4";"4";"4";"5";"5";"4";"3";"3";"2";"3";"3";"3";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"0";"0";"-77";"-77";"8ea0857f45d9fe212a49c8eeb41cc6bc";"1";"0";"1590420890";"2020-05-25 15:34:50";"2020-05-25 15:52:29";"0000-00-00 00:00:00";"83";"73";"57";"13";"25";"44";"195";"219";"1025";"938";"0";"0";"1037";"38";"988";"246";"0";"977";"1010";"1039";"1059";"0";"227";"957";"b6b268eae73e458b2f65b543f2b7f942"
"208";"0";"0";"31";"6464875";"-77";"1146";"1";"2";"2";"1";"5e9dafe6b8a8f30c1215523f";"9";"9";"9";"9";"9";"1";"4";"5";"-77";"5";"5";"5";"6";"1";"1";"33";"2";"Travel writer";"56";"1";"-99";"It was interesting - thanks for the chance to participate.  I like that my real players were virtual! ";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Friend is going through some tough times during Covid and has worries that are breaking through their normal friendly demeanor. ";"Green is struggling with their normal workload due to home life issues. ";"Green has taken a decision to step up in a situation where they are likely to face dissent.  ";"The other person wasn't in agreement with Green's views and thought Green should change his/her mind. ";"The member of Group Green believes that this can only be solved by the friend themself.  ";"Green has diligently researched the role and has acquired the skills necessary to ace the interview.  ";"Green has been feeling a bit down, but has made an effort, hence a friend being supportive.";"Green has applied themselves diligently to their KPIs and has more than met their performance expectations. ";"Green has worked really hard to make this happen, has acquired new skills and applied them.";"Green's partner has reflected on their living situation and is grateful for their partner's qualities.  ";"5";"2";"3";"4";"4";"1";"2";"1";"1";"3";"5";"2";"3";"5";"4";"1";"3";"1";"1";"5";"5";"4";"3";"4";"4";"1";"4";"3";"1";"3";"4";"3";"3";"4";"4";"1";"4";"3";"1";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"1";"0";"-77";"-77";"a8001e60b879b50a35b0108aa734bae8";"1";"0";"1590420904";"2020-05-25 15:35:04";"2020-05-25 15:54:10";"0000-00-00 00:00:00";"108";"93";"61";"16";"30";"46";"234";"269";"1050";"0";"297";"953";"1073";"40";"1006";"0";"980";"996";"1029";"1132";"1146";"275";"0";"0";"2699bde57bb81700f4187aabd0db3733"
"209";"0";"0";"31";"6464887";"-77";"47";"-66";"-66";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-66";"-66";"-77";"-66";"-66";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464887";"1";"0";"0";"-77";"-77";"dbdfbf56f819a57a60c1b4185515a44b";"1";"0";"1590421852";"2020-05-25 15:50:52";"2020-05-25 15:51:39";"0000-00-00 00:00:00";"0";"0";"0";"47";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-66"
