"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"c_0002";"cyberball_played";"consent";"worker_id";"nt1_accepted";"nt2_valued";"nt3_powerfull";"nt4_recognized";"mood";"gender_green";"age_green";"similar_green";"ios_yellow";"ios_green";"ios_group_ident";"group_ident_like";"group_ident_experience";"excluded";"ignored";"received_tosses";"sex";"occupation";"age";"native";"no_native";"comments";"seriousness";"use_data";"use_data_reason";"cause_own_1";"cause_own_2";"cause_own_3";"cause_own_4";"cause_own_5";"cause_own_6";"cause_own_7";"cause_own_8";"cause_own_9";"cause_own_10";"av_locus1_own_situation_1";"av_locus1_own_situation_2";"av_locus1_own_situation_3";"av_locus1_own_situation_4";"av_locus1_own_situation_5";"av_locus1_own_situation_6";"av_locus1_own_situation_7";"av_locus1_own_situation_8";"av_locus1_own_situation_9";"av_locus1_own_situation_10";"av_locus2_own_internal_1";"av_locus2_own_internal_2";"av_locus2_own_internal_3";"av_locus2_own_internal_4";"av_locus2_own_internal_5";"av_locus2_own_internal_6";"av_locus2_own_internal_7";"av_locus2_own_internal_8";"av_locus2_own_internal_9";"av_locus2_own_internal_10";"av_stability1_own_stabil_1";"av_stability1_own_stabil_2";"av_stability1_own_stabil_3";"av_stability1_own_stabil_4";"av_stability1_own_stabil_5";"av_stability1_own_stabil_6";"av_stability1_own_stabil_7";"av_stability1_own_stabil_8";"av_stability1_own_stabil_9";"av_stability1_own_stabil_10";"av_stability2_own_time_1";"av_stability2_own_time_2";"av_stability2_own_time_3";"av_stability2_own_time_4";"av_stability2_own_time_5";"av_stability2_own_time_6";"av_stability2_own_time_7";"av_stability2_own_time_8";"av_stability2_own_time_9";"av_stability2_own_time_10";"cause_other_1";"cause_other_2";"cause_other_3";"cause_other_4";"cause_other_5";"cause_other_6";"cause_other_7";"cause_other_8";"cause_other_9";"cause_other_10";"av_locus1_other_situation_1";"av_locus1_other_situation_2";"av_locus1_other_situation_3";"av_locus1_other_situation_4";"av_locus1_other_situation_5";"av_locus1_other_situation_6";"av_locus1_other_situation_7";"av_locus1_other_situation_8";"av_locus1_other_situation_9";"av_locus1_other_situation_10";"av_locus2_other_internal_1";"av_locus2_other_internal_2";"av_locus2_other_internal_3";"av_locus2_other_internal_4";"av_locus2_other_internal_5";"av_locus2_other_internal_6";"av_locus2_other_internal_7";"av_locus2_other_internal_8";"av_locus2_other_internal_9";"av_locus2_other_internal_10";"av_stability1_other_stabil_1";"av_stability1_other_stabil_2";"av_stability1_other_stabil_3";"av_stability1_other_stabil_4";"av_stability1_other_stabil_5";"av_stability1_other_stabil_6";"av_stability1_other_stabil_7";"av_stability1_other_stabil_8";"av_stability1_other_stabil_9";"av_stability1_other_stabil_10";"av_stability2_other_time_1";"av_stability2_other_time_2";"av_stability2_other_time_3";"av_stability2_other_time_4";"av_stability2_other_time_5";"av_stability2_other_time_6";"av_stability2_other_time_7";"av_stability2_other_time_8";"av_stability2_other_time_9";"av_stability2_other_time_10";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6464880";"rts6464882";"rts6464883";"rts6464885";"rts6464888";"rts6465857";"rts6465888";"rts6465924";"rts6466281";"rts6466848";"rts6467037";"rts6467043";"rts6467078";"rts6473402";"rts6473507";"rts6473523";"rts6521622";"rts6521623";"rts6521677";"rts6521689";"rts6521690";"rts6529429";"rts6530938";"rts6535930";"tic"
"122";"0";"0";"31";"6464875";"-77";"1228";"1";"2";"2";"1";"5d8b3d23f8a54b0019cc1cd9";"6";"7";"4";"7";"3";"1";"3";"6";"-77";"6";"2";"7";"6";"1";"2";"28";"2";"Operations";"27";"1";"-99";"-99";"5";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Meeting someone outside of their team";"An assumption of the member of group Green and the Green team";"Potentially group green has been taught incorrectly";"Favourable to members only in the green group";"The do not like the member who has approached them and is not in their team";"They researched for their new role";"Someone new that they are meeting";"The member worked hard for the raise";"Intelligent in the subject of the project";"The favour their partners team";"1";"1";"1";"1";"1";"1";"5";"1";"1";"2";"5";"1";"1";"1";"1";"3";"4";"1";"3";"1";"3";"3";"2";"3";"4";"1";"1";"2";"2";"1";"4";"3";"2";"3";"5";"3";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"1";"0";"-77";"-77";"370f77c036c5916a1ff48052f8ed6810";"1";"0";"1590416895";"2020-05-25 14:28:15";"2020-05-25 14:48:43";"0000-00-00 00:00:00";"300";"254";"177";"38";"94";"122";"401";"437";"1122";"0";"498";"986";"1127";"118";"1079";"0";"1035";"1055";"1106";"1129";"1228";"448";"0";"0";"c592b323a77a28f906f72b62ba2039f1"
"123";"0";"0";"31";"6464875";"-77";"807";"2";"1";"2";"1";"5e93bca37925136fd7987178";"3";"2";"3";"1";"2";"1";"1";"5";"2";"-77";"2";"7";"6";"8";"8";"4";"1";"Student";"20";"1";"-99";"-99";"5";"2";"-99";"Because they are favouring others";"He was Tired";"They judge by the group colour";"Because they do not have back up from another group member";"Was busy";"Hard working and resilient";"Friend was nice";"Hardworking";"Hardworking";"Because they have common interests";"2";"4";"1";"5";"4";"2";"1";"1";"2";"3";"4";"4";"5";"5";"4";"2";"1";"1";"1";"2";"5";"1";"3";"4";"4";"2";"2";"1";"2";"3";"5";"2";"4";"3";"4";"3";"3";"2";"1";"3";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"0";"0";"-77";"-77";"f857b51d4c94cdab19c8c451fe58f285";"1";"0";"1590416914";"2020-05-25 14:28:34";"2020-05-25 14:42:01";"0000-00-00 00:00:00";"69";"60";"33";"6";"15";"31";"179";"211";"786";"712";"0";"0";"788";"19";"745";"236";"0";"738";"774";"791";"807";"0";"223";"730";"f292997b7ece788dcd1e744c69b96e83"
"124";"0";"0";"31";"6464875";"-77";"1374";"2";"2";"2";"1";"5daa158e4d91b900168edeea";"3";"3";"4";"2";"3";"1";"2";"8";"-77";"5";"3";"2";"3";"8";"9";"10";"2";"Tutor";"29";"1";"-99";"-99";"6";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"This person must have either knowingly or not have caused some type of harm to the other";"Green has trouble keeping up with their priorities";"The member didn't do a background the check on the audience before creating their speech.";"An argument may have erupted between the two";"This friend may not be on good terms with the green member.";"The had the necessary skills and pull to get the job";"This person is more attractive than usual to the other person to make such a compliment";"This person performed so well at their job that they were awarded a raise";"The member knew what was required for the project and did it well.";"This person may have changed their ways positively and their partner has taken notice of this.";"2";"2";"2";"3";"4";"4";"2";"4";"4";"4";"2";"2";"2";"3";"4";"4";"2";"4";"4";"4";"3";"4";"3";"2";"5";"3";"2";"5";"5";"2";"2";"3";"3";"3";"4";"4";"3";"4";"3";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"1";"0";"-77";"-77";"f6d6f8cce79917980d9977304db76322";"1";"0";"1590416931";"2020-05-25 14:28:51";"2020-05-25 14:51:45";"0000-00-00 00:00:00";"157";"138";"84";"19";"39";"67";"273";"305";"1304";"0";"350";"1168";"1336";"56";"1223";"0";"1199";"1213";"1281";"1341";"1374";"315";"0";"0";"f73959ac113d90891e2761fd265eb371"
"125";"0";"0";"31";"6464875";"-77";"646";"1";"1";"2";"1";"59e0be41d838ae0001850712";"6";"6";"4";"4";"4";"1";"3";"6";"2";"-77";"4";"8";"8";"2";"3";"40";"2";"Admin assistant";"32";"1";"-99";"-99";"7";"2";"-99";"The friend may be stressed";"They have too much work to do and not enough time.";"They didn't prepare enough for the particular audience";"The other person may not like them";"They have their own problems";"That they are the right person for the job ";"Their friend is a nice person";"They are competent at their job";"They put a lot of work into the project";"They are happy so causing the other person to be happy too";"5";"4";"2";"4";"1";"1";"5";"1";"1";"2";"4";"4";"3";"4";"1";"1";"5";"2";"2";"3";"4";"4";"4";"4";"4";"2";"3";"2";"3";"3";"3";"4";"4";"4";"3";"2";"3";"3";"3";"3";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"1";"0";"-77";"-77";"175b616e5e1e8bccdc1ba850a58b8c85";"1";"0";"1590416941";"2020-05-25 14:29:01";"2020-05-25 14:39:47";"0000-00-00 00:00:00";"129";"111";"61";"17";"31";"42";"233";"259";"610";"548";"0";"0";"632";"37";"576";"291";"0";"570";"595";"634";"646";"0";"265";"562";"adcbfbd9c9c8b6c0d5803e79a3e7dae1"
"126";"0";"0";"31";"6464875";"-77";"686";"2";"2";"2";"1";"5df9142591be8f03c0eff821";"5";"9";"5";"2";"6";"1";"2";"6";"-77";"6";"2";"5";"5";"9";"9";"4";"1";"Chef";"29";"1";"-99";"No";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Selfish";"Don't have time to complete the work";"They said something that was unpopular ";"They did not share the same interests ";"They don't care about other people's problems.";"They had the right skills for the job.";"They have been looking after themselves.";"Because they are good at their job";"Did well on the project";"They are a good partner so in turn get treated nicely.";"2";"2";"2";"3";"1";"1";"5";"4";"5";"5";"3";"3";"3";"3";"1";"1";"5";"4";"4";"5";"3";"5";"2";"3";"1";"1";"5";"2";"2";"5";"4";"5";"4";"3";"1";"1";"5";"2";"2";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"1";"0";"-77";"-77";"48f542cb5daf8a6a039ef4df9be1efd3";"1";"0";"1590416943";"2020-05-25 14:29:03";"2020-05-25 14:40:29";"0000-00-00 00:00:00";"119";"97";"60";"21";"32";"43";"238";"261";"651";"0";"299";"575";"662";"38";"613";"0";"593";"605";"637";"666";"686";"270";"0";"0";"a813473054e23391f63e8196afcee964"
"127";"0";"0";"31";"6464875";"-77";"927";"1";"1";"2";"1";"5c79211f477abb00168f7f72";"7";"7";"5";"6";"7";"1";"3";"7";"2";"-77";"4";"8";"8";"5";"4";"28";"2";"Homemaker";"53";"1";"-99";"Thank you";"7";"2";"-99";"I do not know the reason for the hostility.";"I would question why this is the situation.";"Unwelcome news that was communicated.";"They met a member of the green/blue group.";"I would question why they were unwilling to help.";"Determination to obtain the job.";"Paying a compliment to the other person.";"Why did they get this? Did they deserve it?";"They worked very hard on this project so probably deserved the praise.";"Depends on the relationship.";"3";"3";"4";"3";"4";"2";"4";"3";"2";"4";"4";"3";"3";"3";"3";"2";"2";"3";"2";"4";"3";"3";"3";"3";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"0";"0";"-77";"-77";"e0b42dec657f9352785f4a96b9fd5488";"1";"0";"1590416944";"2020-05-25 14:29:04";"2020-05-25 14:44:31";"0000-00-00 00:00:00";"102";"89";"67";"20";"40";"52";"252";"267";"869";"783";"0";"0";"901";"46";"820";"301";"0";"809";"839";"911";"926";"0";"281";"801";"b1e63729c7ded4a9d2d9334c69753dac"
"128";"0";"0";"31";"6464875";"-77";"1661";"1";"2";"2";"1";"573363407d01ed00108f6a66";"9";"9";"7";"9";"9";"1";"2";"8";"-77";"2";"5";"8";"8";"1";"1";"60";"1";"FOREX Trader";"56";"1";"-99";"none";"7";"2";"none";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"isolation";"lack of commitment ";"poor communication skills";"character conflict";"lack of confidence";"confidence in qualification";"confidence";"individual value to co.";"positive outlook";"admiration of skills";"4";"1";"2";"4";"2";"1";"1";"1";"1";"1";"4";"4";"5";"3";"3";"1";"1";"1";"1";"1";"3";"4";"5";"4";"4";"2";"1";"2";"3";"3";"5";"4";"5";"4";"4";"2";"1";"3";"3";"3";"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"0";"0";"-77";"-77";"e6fedb9be8595391faf53b404e45e8c6";"1";"0";"1590416961";"2020-05-25 14:29:21";"2020-05-25 14:57:02";"0000-00-00 00:00:00";"169";"120";"73";"15";"32";"53";"428";"472";"1613";"0";"533";"1448";"1617";"48";"1518";"0";"1476";"1501";"1555";"1630";"1661";"488";"0";"0";"532ff120ad1afcbcc81a77e0b89455f4"
"129";"0";"0";"31";"6464875";"-77";"919";"1";"1";"2";"1";"5df0a1089dcdcd0d76a889e7";"7";"7";"5";"5";"6";"1";"4";"5";"2";"-77";"4";"8";"7";"2";"2";"30";"1";"local government";"41";"1";"-99";"-99";"7";"2";"-99";"didn't feel that they passed them the ball enough";"they didn't try hard enough";"the issue was contentious but likely true and honest";"different personalities";"they don't like the  friend  because of something they said or did";"they tried hard to get something they were passionate about";"they take pride in how they look so they put the physical work in";"worked harder";"they were passionate about the project so they put a lot of work in";"they've been able to provide more things to make their partner happy";"4";"4";"5";"4";"4";"1";"2";"2";"1";"3";"2";"1";"5";"4";"3";"1";"2";"1";"1";"2";"3";"4";"3";"5";"4";"1";"2";"2";"1";"2";"5";"4";"3";"4";"4";"1";"4";"2";"1";"4";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"1";"0";"-77";"-77";"d067b5c2da2e0109e8c792be00da9349";"1";"0";"1590416974";"2020-05-25 14:29:34";"2020-05-25 14:44:53";"0000-00-00 00:00:00";"178";"154";"107";"31";"49";"91";"306";"339";"890";"763";"0";"0";"896";"85";"821";"371";"0";"805";"865";"901";"919";"0";"350";"789";"3d11a02e58ca21cbe4b059d07cde2640"
"130";"0";"0";"31";"6465732";"-77";"12";"-66";"-66";"1";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-66";"-66";"-77";"-66";"-66";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6465732";"0";"0";"0";"-77";"-77";"e2582ecc67e87de857d190f71e30e0ed";"1";"0";"1590416992";"2020-05-25 14:29:52";"2020-05-25 14:30:04";"0000-00-00 00:00:00";"0";"0";"0";"4";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-66"
"131";"0";"0";"31";"6464875";"-77";"926";"1";"1";"2";"1";"5ec9309050b79c0608f0df21";"8";"7";"6";"8";"8";"1";"3";"3";"2";"-77";"4";"5";"5";"2";"2";"30";"2";"Engineer";"22";"1";"-99";"Very interesting!";"6";"2";"-99";"The friend has been told something bad about them.";"They underestimated their workload.";"They didn't communicate their point effectively.";"There was a misunderstanding between them.";"They do not think the person asking for help deserves it.";"They are intelligent and qualified for the position.";"Their artistic way of dressing.";"They have been working very hard recently.";"They put in a large amount of effort.";"They have done something kind for their partner.";"4";"2";"2";"3";"4";"1";"2";"2";"2";"2";"4";"2";"3";"3";"4";"2";"2";"2";"2";"2";"3";"4";"5";"5";"3";"4";"1";"4";"4";"2";"3";"4";"5";"5";"3";"4";"1";"3";"4";"2";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"1";"0";"-77";"-77";"02b7343b92abc0ae2397a314a911c4b9";"1";"0";"1590417016";"2020-05-25 14:30:16";"2020-05-25 14:45:42";"0000-00-00 00:00:00";"108";"92";"64";"17";"29";"45";"236";"277";"856";"761";"0";"0";"897";"37";"816";"308";"0";"796";"840";"908";"926";"0";"288";"780";"eb97c7f997a3e529577202d994d0bd92"
"132";"0";"0";"31";"6464875";"-77";"709";"2";"2";"2";"1";"5c18c97b0d57c30001b3f624";"4";"4";"6";"5";"5";"2";"2";"4";"-77";"6";"1";"5";"6";"6";"4";"5";"1";"health worker";"58";"1";"-99";"-99";"6";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"arrogance";"laziness";"arrogance";"arrogance";"Prejudiced";"persistence";"Attention to detail";"attention to detail";"Persistence";"lies";"3";"3";"4";"2";"3";"2";"3";"3";"4";"4";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"4";"4";"3";"2";"4";"3";"2";"3";"3";"3";"2";"4";"4";"4";"4";"2";"2";"2";"4";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"0";"0";"-77";"-77";"7e24fc5d26f9ed79a9e37612bedd3b4d";"1";"0";"1590417020";"2020-05-25 14:30:20";"2020-05-25 14:42:09";"0000-00-00 00:00:00";"127";"106";"66";"20";"37";"53";"256";"284";"686";"0";"314";"600";"694";"48";"641";"0";"622";"631";"669";"697";"709";"292";"0";"0";"e7348099ffc520e9e61bcad1b4adeb4d"
