"id","ostracism_condition","self_other_condition","focus_condition","focus_value","outcome","cause_self","cause_other","stability_value","locus_value","stability","locus"
8,"excluded","self","group_green_other",NA,"2","They are overloaded with work and have too much to do in a given time frame. Prehaps Yellow is not good at saying no which is why they have so much work to do",NA,5,4,"stability_self1","locus_self1"
8,"excluded","self","group_green_other",NA,"2","They are overloaded with work and have too much to do in a given time frame. Prehaps Yellow is not good at saying no which is why they have so much work to do",NA,1,2,"stability_self6","locus_self6"
8,"excluded","self","group_yellow_own",2,"2","They are overloaded with work and have too much to do in a given time frame. Prehaps Yellow is not good at saying no which is why they have so much work to do",NA,NA,NA,NA,NA
8,"excluded","self","group_green_other",NA,"3","The audience do not agree with the topic of the talk or the member is giving a talk about a controversial topic. ",NA,NA,NA,NA,NA
8,"excluded","self","group_yellow_own",2,"3","The audience do not agree with the topic of the talk or the member is giving a talk about a controversial topic. ",NA,1,4,"stability_self7","locus_self7"
8,"excluded","self","group_yellow_own",2,"3","The audience do not agree with the topic of the talk or the member is giving a talk about a controversial topic. ",NA,4.5,2,"stability_self2","locus_self2"
8,"excluded","self","group_green_other",NA,"4","Perhaps they had a disagreement/something bad happens whilst meeting",NA,1,4,"stability_self7","locus_self7"
8,"excluded","self","group_green_other",NA,"4","Perhaps they had a disagreement/something bad happens whilst meeting",NA,4.5,2,"stability_self2","locus_self2"
8,"excluded","self","group_yellow_own",2,"4","Perhaps they had a disagreement/something bad happens whilst meeting",NA,NA,NA,NA,NA
8,"excluded","self","group_green_other",NA,"5","Perhaps Yellow was also having a bad day or they felt that their prior experiences/skill set was not useful in this situation",NA,NA,NA,NA,NA
8,"excluded","self","group_yellow_own",2,"5","Perhaps Yellow was also having a bad day or they felt that their prior experiences/skill set was not useful in this situation",NA,1,1.5,"stability_self8","locus_self8"
8,"excluded","self","group_yellow_own",2,"5","Perhaps Yellow was also having a bad day or they felt that their prior experiences/skill set was not useful in this situation",NA,2.5,3,"stability_self3","locus_self3"
8,"excluded","self","group_green_other",NA,"6","They tried hard in the application process and was the correct candidate for the position.",NA,1,1.5,"stability_self8","locus_self8"
8,"excluded","self","group_green_other",NA,"6","They tried hard in the application process and was the correct candidate for the position.",NA,2.5,3,"stability_self3","locus_self3"
8,"excluded","self","group_yellow_own",2,"6","They tried hard in the application process and was the correct candidate for the position.",NA,NA,NA,NA,NA
8,"excluded","self","group_green_other",NA,"7","Yellow looks good and the other person wants to be a nice person and compliment them to make Yellow feel good. ",NA,NA,NA,NA,NA
8,"excluded","self","group_yellow_own",2,"7","Yellow looks good and the other person wants to be a nice person and compliment them to make Yellow feel good. ",NA,1,1.5,"stability_self9","locus_self9"
8,"excluded","self","group_yellow_own",2,"7","Yellow looks good and the other person wants to be a nice person and compliment them to make Yellow feel good. ",NA,5,3,"stability_self4","locus_self4"
8,"excluded","self","group_green_other",NA,"8","They have been working hard and their hard work has been recognized and praised with a raise",NA,1,1.5,"stability_self9","locus_self9"
8,"excluded","self","group_green_other",NA,"8","They have been working hard and their hard work has been recognized and praised with a raise",NA,5,3,"stability_self4","locus_self4"
8,"excluded","self","group_yellow_own",2,"8","They have been working hard and their hard work has been recognized and praised with a raise",NA,NA,NA,NA,NA
8,"excluded","self","group_green_other",NA,"9","They worked hard on the project and the project was clever/useful to the company and the hard work has been recognised and praised. ",NA,NA,NA,NA,NA
8,"excluded","self","group_yellow_own",2,"9","They worked hard on the project and the project was clever/useful to the company and the hard work has been recognised and praised. ",NA,4,1.5,"stability_self5","locus_self5"
8,"excluded","self","group_yellow_own",2,"9","They worked hard on the project and the project was clever/useful to the company and the hard work has been recognised and praised. ",NA,2.5,3.5,"stability_self10","locus_self10"
8,"excluded","self","group_green_other",NA,"10","They are in a loving and happy relationship",NA,4,1.5,"stability_self5","locus_self5"
8,"excluded","self","group_green_other",NA,"10","They are in a loving and happy relationship",NA,2.5,3.5,"stability_self10","locus_self10"
8,"excluded","self","group_yellow_own",2,"10","They are in a loving and happy relationship",NA,NA,NA,NA,NA
9,"included","self","group_green_other",NA,"1","The member was previously hostile, and the friend is reacting",NA,NA,NA,NA,NA
9,"included","self","group_yellow_own",3,"1","The member was previously hostile, and the friend is reacting",NA,5,3,"stability_self1","locus_self1"
9,"included","self","group_yellow_own",3,"1","The member was previously hostile, and the friend is reacting",NA,2,3,"stability_self6","locus_self6"
9,"included","self","group_green_other",NA,"2","Lazy",NA,5,3,"stability_self1","locus_self1"
9,"included","self","group_green_other",NA,"2","Lazy",NA,2,3,"stability_self6","locus_self6"
9,"included","self","group_yellow_own",3,"2","Lazy",NA,NA,NA,NA,NA
9,"included","self","group_green_other",NA,"3","The talk was about a topic that the audience was not interested in, or perhaps actively was against/disliked.",NA,NA,NA,NA,NA
9,"included","self","group_yellow_own",3,"3","The talk was about a topic that the audience was not interested in, or perhaps actively was against/disliked.",NA,4,1,"stability_self7","locus_self7"
9,"included","self","group_yellow_own",3,"3","The talk was about a topic that the audience was not interested in, or perhaps actively was against/disliked.",NA,3,1,"stability_self2","locus_self2"
9,"included","self","group_green_other",NA,"4","The other individual did not vibe well",NA,4,1,"stability_self7","locus_self7"
9,"included","self","group_green_other",NA,"4","The other individual did not vibe well",NA,3,1,"stability_self2","locus_self2"
9,"included","self","group_yellow_own",3,"4","The other individual did not vibe well",NA,NA,NA,NA,NA
9,"included","self","group_green_other",NA,"5","They don't know how they can help effectively",NA,NA,NA,NA,NA
9,"included","self","group_yellow_own",3,"5","They don't know how they can help effectively",NA,4.5,1,"stability_self8","locus_self8"
9,"included","self","group_yellow_own",3,"5","They don't know how they can help effectively",NA,5,5,"stability_self3","locus_self3"
9,"included","self","group_green_other",NA,"6","Everyone else that applied did worse, or was less suited to the position.",NA,4.5,1,"stability_self8","locus_self8"
9,"included","self","group_green_other",NA,"6","Everyone else that applied did worse, or was less suited to the position.",NA,5,5,"stability_self3","locus_self3"
9,"included","self","group_yellow_own",3,"6","Everyone else that applied did worse, or was less suited to the position.",NA,NA,NA,NA,NA
9,"included","self","group_green_other",NA,"7","They looked good",NA,NA,NA,NA,NA
9,"included","self","group_yellow_own",3,"7","They looked good",NA,3,1,"stability_self9","locus_self9"
9,"included","self","group_yellow_own",3,"7","They looked good",NA,4,5,"stability_self4","locus_self4"
9,"included","self","group_green_other",NA,"8","They performed well in their role",NA,3,1,"stability_self9","locus_self9"
9,"included","self","group_green_other",NA,"8","They performed well in their role",NA,4,5,"stability_self4","locus_self4"
9,"included","self","group_yellow_own",3,"8","They performed well in their role",NA,NA,NA,NA,NA
9,"included","self","group_green_other",NA,"9","The project was well executed",NA,NA,NA,NA,NA
9,"included","self","group_yellow_own",3,"9","The project was well executed",NA,5,2,"stability_self5","locus_self5"
9,"included","self","group_yellow_own",3,"9","The project was well executed",NA,3,4,"stability_self10","locus_self10"
9,"included","self","group_green_other",NA,"10","They have a partner in the first place",NA,5,2,"stability_self5","locus_self5"
9,"included","self","group_green_other",NA,"10","They have a partner in the first place",NA,3,4,"stability_self10","locus_self10"
9,"included","self","group_yellow_own",3,"10","They have a partner in the first place",NA,NA,NA,NA,NA
10,"included","other","group_green_other",2,"1",NA,"green did something to annoy them ",NA,NA,NA,NA
10,"included","other","group_yellow_own",NA,"1",NA,"green did something to annoy them ",4,2,"stability_other1","locus_other1"
10,"included","other","group_yellow_own",NA,"1",NA,"green did something to annoy them ",1,1,"stability_other6","locus_other6"
10,"included","other","group_green_other",2,"2",NA,"green got given too much work ",4,2,"stability_other1","locus_other1"
10,"included","other","group_green_other",2,"2",NA,"green got given too much work ",1,1,"stability_other6","locus_other6"
10,"included","other","group_yellow_own",NA,"2",NA,"green got given too much work ",NA,NA,NA,NA
10,"included","other","group_green_other",2,"3",NA,"green gave a controversial point of view",NA,NA,NA,NA
10,"included","other","group_yellow_own",NA,"3",NA,"green gave a controversial point of view",5,3,"stability_other7","locus_other7"
10,"included","other","group_yellow_own",NA,"3",NA,"green gave a controversial point of view",5,5,"stability_other2","locus_other2"
10,"included","other","group_green_other",2,"4",NA,"green did something to annoy them",5,3,"stability_other7","locus_other7"
